symbol,name,reportDate,fiscalDateEnding,estimate,currency
POWW,AMMO Inc,11/14/2023,9/30/2023,0.01,USD
POYYF,POYYF,10/16/2023,9/30/2023,0,USD
PPBI,Pacific Premier Bancorp Inc,10/18/2023,9/30/2023,0.55,USD
PPBN,PPBN,10/25/2023,9/30/2023,,USD
PPBT,Purple Biotech Ltd,11/7/2023,9/30/2023,-0.23,USD
PPC,Pilgrim`s Pride Corp,10/24/2023,9/30/2023,0.4,USD
PPCGF,PPCGF,9/27/2023,6/30/2023,0,USD
PPCGF,PPCGF,11/24/2023,9/30/2023,0,USD
PPERY,PPERY,10/30/2023,9/30/2023,0.1855,IDR
PPG,PPG Industries Inc,10/17/2023,9/30/2023,1.93,USD
PPIH,Perma-Pipe International Holdings Inc,12/4/2023,10/31/2023,,USD
PPL,PPL Corp,11/2/2023,9/30/2023,0.45,USD
PPRQF,PPRQF,11/7/2023,9/30/2023,,CAD
PPRRF,PPRRF,11/1/2023,9/30/2023,,USD
PPSI,Pioneer Power Solutions Inc,11/13/2023,9/30/2023,0.05,USD
PPTA,Perpetua Resources Corp Com,11/13/2023,9/30/2023,-0.11,USD
PR,Permian Resources Corp - Class A,11/6/2023,9/30/2023,0.37,USD
PRA,Proassurance Corporation,11/6/2023,9/30/2023,0.15,USD
PRAA,PRA Group Inc,11/6/2023,9/30/2023,-0.34,USD
PRAX,Praxis Precision Medicines Inc,11/7/2023,9/30/2023,-0.35,USD
PRBZF,PRBZF,11/1/2023,9/30/2023,,CAD
PRCH,Porch Group Inc - Class A,11/6/2023,9/30/2023,-0.25,USD
PRCT,Procept BioRobotics Corp,11/1/2023,9/30/2023,-0.53,USD
PRDO,Perdoceo Education Corporation,11/6/2023,9/30/2023,0.49,USD
PRDS,Pardes Biosciences Inc,11/6/2023,9/30/2023,-0.18,USD
PRE,Prenetics Global Ltd - Class A,11/9/2023,9/30/2023,-0.03,USD
PRED,PRED,11/29/2023,9/30/2023,0,USD
PREIF,PREIF,10/30/2023,8/31/2023,,CAD
PREKF,PREKF,10/23/2023,9/30/2023,,CAD
PRET,PRET,11/6/2023,9/30/2023,,USD
PRFT,Perficient Inc,10/25/2023,9/30/2023,0.92,USD
PRFX,PainReform Ltd,11/13/2023,9/30/2023,-2.9,USD
PRG,PROG Holdings Inc,10/24/2023,9/30/2023,0.63,USD
PRGNF,PRGNF,11/29/2023,9/30/2023,0,USD
PRGO,Perrigo Company plc,11/6/2023,9/30/2023,0.61,USD
PRGS,Progress Software Corp,9/26/2023,8/31/2023,1,USD
PRI,Primerica Inc,11/6/2023,9/30/2023,4.03,USD
PRIAF,PRIAF,11/10/2023,9/30/2023,,USD
PRIM,Primoris Services Corp,11/6/2023,9/30/2023,0.79,USD
PRK,Park National Corp,10/23/2023,9/30/2023,1.91,USD
PRKA,PRKA,12/13/2023,9/30/2023,,USD
PRKR,PRKR,11/13/2023,9/30/2023,,USD
PRLB,Proto Labs Inc,11/2/2023,9/30/2023,0.3,USD
PRLD,Prelude Therapeutics Inc,11/13/2023,9/30/2023,-0.58,USD
PRM,Perimeter Solutions SA,12/12/2023,9/30/2023,0.2443,USD
PRME,Prime Medicine Inc,11/29/2023,9/30/2023,-0.46,USD
PRMNF,PRMNF,11/1/2023,10/31/2023,,CAD
PRMRF,PRMRF,11/1/2023,9/30/2023,0.88,CAD
PRMW,Primo Water Corporation,11/9/2023,9/30/2023,0.27,USD
PRNDY,PRNDY,10/19/2023,9/30/2023,0,USD
PRO,Pros Holdings Inc,10/30/2023,9/30/2023,0.03,USD
PROBF,PROBF,11/27/2023,9/30/2023,,CAD
PROC,Procaps Group S.A,11/15/2023,9/30/2023,0.13,USD
PROF,Profound Medical Corp,11/1/2023,9/30/2023,-0.34,USD
PROK,ProKidney Corp - Class A,11/7/2023,9/30/2023,-0.25,USD
PROV,Provident Financial Holdings Inc,10/23/2023,9/30/2023,0.28,USD
PRPH,ProPhase Labs Inc,11/8/2023,9/30/2023,-0.19,USD
PRPL,Purple Innovation Inc - Class A,11/7/2023,9/30/2023,-0.02,USD
PRPO,Precipio Inc,11/13/2023,9/30/2023,-0.07,USD
PRPRF,PRPRF,11/7/2023,9/30/2023,,CAD
PRQR,ProQR Therapeutics N.V,11/7/2023,9/30/2023,-0.09,EUR
PRRFY,PRRFY,11/16/2023,9/30/2023,0,GBP
PRRWF,PRRWF,11/7/2023,9/30/2023,,USD
PRRY,PRRY,11/29/2023,9/30/2023,0,USD
PRSEF,PRSEF,11/9/2023,9/30/2023,-0.945,USD
PRSNF,PRSNF,11/27/2023,8/31/2023,,CAD
PRSO,Peraso Inc,11/13/2023,9/30/2023,-0.1,USD
PRT,PermRock Royalty Trust,11/13/2023,9/30/2023,0.3025,USD
PRTA,Prothena Corporation plc,10/30/2023,9/30/2023,-0.32,USD
PRTC,PureTech Health Plc,11/29/2023,9/30/2023,0,USD
PRTG,Portage Biotech Inc,11/27/2023,9/30/2023,-0.28,USD
PRTH,Priority Technology Holdings Inc,11/8/2023,9/30/2023,-0.14,USD
PRTK,Paratek Pharmaceuticals Inc,11/1/2023,9/30/2023,-0.24,USD
PRTS,CarParts.com Inc,11/7/2023,9/30/2023,-0.06,USD
PRTY,PRTY,11/6/2023,9/30/2023,,USD
PRTYQ,PRTYQ,11/6/2023,9/30/2023,-0.2271,USD
PRU,Prudential Financial Inc,10/31/2023,9/30/2023,3.23,USD
PRVA,Privia Health Group Inc,11/8/2023,9/30/2023,0.05,USD
PRVB,PRVB,11/1/2023,9/30/2023,,USD
PRVU,PRVU,11/22/2023,10/31/2023,0,USD
PRXIQ,PRXIQ,10/12/2023,8/31/2023,0,USD
PRZM,PRZM,10/20/2023,9/30/2023,0,USD
PSA,Public Storage.,10/30/2023,9/30/2023,2.83,USD
PSBP,PSBP,10/23/2023,9/30/2023,,USD
PSBQ,PSBQ,10/23/2023,9/30/2023,,USD
PSEC,Prospect Capital Corp,11/7/2023,9/30/2023,0.21,USD
PSFE,Paysafe Ltd - Class A,11/10/2023,9/30/2023,0.05,USD
PSHG,Performance Shipping Inc,11/13/2023,9/30/2023,0.33,USD
PSHIF,PSHIF,11/13/2023,9/30/2023,,CAD
PSIX,PSIX,11/13/2023,9/30/2023,0.11,USD
PSMT,Pricesmart Inc,10/30/2023,8/31/2023,0.85,USD
PSN,Parsons Corp,10/31/2023,9/30/2023,0.62,USD
PSNL,Personalis Inc,10/31/2023,9/30/2023,-0.52,USD
PSNY,Polestar Automotive Holding UK PLC,11/10/2023,9/30/2023,-0.138,USD
PSTG,Pure Storage Inc - Class A,11/28/2023,10/31/2023,0.4,USD
PSTL,Postal Realty Trust Inc Cls A,10/30/2023,9/30/2023,0.02,USD
PSTRQ,PSTRQ,11/9/2023,9/30/2023,0,USD
PSTV,Plus Therapeutics Inc,10/18/2023,9/30/2023,-1.12,USD
PSTX,Poseida Therapeutics Inc,11/8/2023,9/30/2023,-0.29,USD
PSX,Phillips 66,10/27/2023,9/30/2023,4.93,USD
PSXRF,PSXRF,11/20/2023,9/30/2023,,CAD
PSYTF,PSYTF,11/2/2023,9/30/2023,,CAD
PT,Pintec Technology Holdings Ltd,12/17/2023,9/30/2023,,CNY
PTAIY,PTAIY,10/30/2023,9/30/2023,0.1994,IDR
PTALF,PTALF,11/15/2023,9/30/2023,,USD
PTAUY,PTAUY,10/20/2023,9/30/2023,0,NZD
PTBS,PTBS,10/30/2023,9/30/2023,,USD
PTBTQ,PTBTQ,11/1/2023,9/30/2023,0,USD
PTC,PTC Inc,10/31/2023,9/30/2023,1.13,USD
PTCT,PTC Therapeutics Inc,10/25/2023,9/30/2023,-1.13,USD
PTE,PTE,11/8/2023,9/30/2023,-0.47,USD
PTEIQ,PTEIQ,11/8/2023,9/30/2023,-0.47,USD
PTEN,Patterson-UTI Energy Inc,10/24/2023,9/30/2023,0.27,USD
PTGX,Protagonist Therapeutics Inc,11/6/2023,9/30/2023,-0.71,USD
PTIX,Protagenic Therapeutics Inc,11/14/2023,9/30/2023,,USD
PTLO,Portillos Inc - Class A,11/16/2023,9/30/2023,0.0738,USD
PTMN,Portman Ridge Finance Corp,11/6/2023,9/30/2023,0.78,USD
PTN,Palatin Technologies Inc,11/13/2023,9/30/2023,-0.4,USD
PTNDF,PTNDF,10/26/2023,9/30/2023,0.0082,USD
PTNR,PTNR,11/28/2023,9/30/2023,0,ILS
PTNRY,PTNRY,11/28/2023,9/30/2023,0,ILS
PTNYF,PTNYF,11/28/2023,9/30/2023,,CAD
PTOAF,PTOAF,11/8/2023,9/30/2023,,CAD
PTON,Peloton Interactive Inc - Class A,11/1/2023,9/30/2023,-0.36,USD
PTOTF,PTOTF,10/18/2023,7/31/2023,,USD
PTRAQ,PTRAQ,11/2/2023,9/30/2023,-0.19,USD
PTRC,PTRC,9/27/2023,7/31/2023,0,USD
PTRS,Partners Bancorp,10/30/2023,9/30/2023,,USD
PTRUF,PTRUF,11/7/2023,9/30/2023,,CAD
PTSI,P.A.M. Transportation Services Inc,10/18/2023,9/30/2023,0.35,USD
PTUUF,PTUUF,11/27/2023,9/30/2023,,CAD
PTVE,Pactiv Evergreen Inc,11/6/2023,9/30/2023,0.2,USD
PTVLF,PTVLF,11/6/2023,9/30/2023,,CAD
PUBGY,PUBGY,10/19/2023,9/30/2023,0,EUR
PUBM,PubMatic Inc - Class A,11/6/2023,9/30/2023,-0.05,USD
PUDA,PUDA,11/13/2023,9/30/2023,0,USD
PUK,Prudential plc,11/21/2023,9/30/2023,0,USD
PULM,Pulmatrix Inc,11/8/2023,9/30/2023,-1.05,USD
PUMP,ProPetro Holding Corp,10/30/2023,9/30/2023,0.29,USD
PUODY,PUODY,10/26/2023,9/30/2023,4.36,MXN
PURE,PURE,10/26/2023,7/31/2023,,USD
PURE,PURE,12/12/2023,10/31/2023,,USD
PUYI,Puyi Inc,10/9/2023,9/30/2023,,USD
PVBC,Provident Bancorp Inc,10/27/2023,9/30/2023,0.12,USD
PVBK,PVBK,10/30/2023,9/30/2023,,USD
PVCT,PVCT,11/7/2023,9/30/2023,0,USD
PVH,PVH Corp,11/28/2023,8/31/2023,2.73,USD
PVL,Permianville Royalty Trust,11/13/2023,9/30/2023,,USD
PVMCF,PVMCF,11/14/2023,9/30/2023,0,USD
PVSP,PVSP,10/16/2023,8/31/2023,,USD
PVTRF,PVTRF,11/21/2023,9/30/2023,,CAD
PVVLF,PVVLF,11/20/2023,9/30/2023,,USD
PW,Power REIT,11/13/2023,9/30/2023,0.94,USD
PWCDF,PWCDF,11/7/2023,9/30/2023,,CAD
PWFL,PowerFleet Inc,11/6/2023,9/30/2023,-0.09,USD
PWOD,Penns Woods Bancorp Inc,10/19/2023,9/30/2023,,USD
PWP,Perella Weinberg Partners - Class A,11/1/2023,9/30/2023,0.12,USD
PWR,Quanta Services Inc,11/1/2023,9/30/2023,2.12,USD
PWSC,PowerSchool Holdings Inc Class A,11/2/2023,9/30/2023,0.2,USD
PX,P10 Inc - Class A,11/10/2023,9/30/2023,0.1941,USD
PXD,Pioneer Natural Resources Company,10/25/2023,9/30/2023,5.04,USD
PXHI,PXHI,11/10/2023,9/30/2023,0,USD
PXLW,Pixelworks Inc,11/6/2023,9/30/2023,-0.11,USD
PXS,Pyxis Tankers Inc,11/13/2023,9/30/2023,0.19,USD
PYCFF,PYCFF,11/8/2023,9/30/2023,,USD
PYCR,Paycor HCM Inc,11/2/2023,9/30/2023,0.04,USD
PYFRF,PYFRF,11/9/2023,9/30/2023,,CAD
PYNKF,PYNKF,11/13/2023,9/30/2023,-0.0772,USD
PYPD,Polypid Ltd,11/7/2023,9/30/2023,-4.47,USD
PYPL,PayPal Holdings Inc,11/1/2023,9/30/2023,1.23,USD
PYR,PyroGenesis Canada Inc,11/9/2023,9/30/2023,,CAD
PYXS,Pyxis Oncology Inc,11/1/2023,9/30/2023,-0.54,USD
PYYX,PYYX,11/8/2023,9/30/2023,,USD
PZG,Paramount Gold Nevada Corp,10/19/2023,9/30/2023,-0.02,USD
PZRIF,PZRIF,11/6/2023,9/30/2023,,CAD
PZRXQ,PZRXQ,11/9/2023,9/30/2023,0,USD
PZZA,Papa John`s International Inc,11/1/2023,9/30/2023,0.57,USD
QABSY,QABSY,10/30/2023,9/30/2023,0,AUD
QBAK,QBAK,10/28/2023,9/30/2023,,USD
QBCRF,QBCRF,11/1/2023,9/30/2023,,CAD
QBTS,D-Wave Quantum Inc,11/9/2023,9/30/2023,-0.1225,USD
QCAAF,QCAAF,11/27/2023,9/30/2023,,CAD
QCOM,Qualcomm Inc,10/31/2023,9/30/2023,1.78,USD
QCRH,QCR Holding Inc,10/24/2023,9/30/2023,1.34,USD
QD,Qudian Inc,11/20/2023,9/30/2023,,CNY
QDEL,QuidelOrtho Corporation,11/1/2023,9/30/2023,0.4962,USD
QEPC,QEPC,10/16/2023,8/31/2023,,USD
QFIN,360 DigiTech Inc,11/13/2023,9/30/2023,1.06,CNY
QFTA,Quantum Fintech Acquisition Corp,11/6/2023,9/30/2023,,USD
QGEN,Qiagen NV,11/6/2023,9/30/2023,0.48,USD
QGLDF,QGLDF,11/25/2023,9/30/2023,,CAD
QH,Quhuo Ltd,11/13/2023,9/30/2023,,CNY
QIFTF,QIFTF,11/21/2023,9/30/2023,,CAD
QIPT,Quipt Home Medical Corp,12/19/2023,9/30/2023,0.01,USD
QIWI,QIWI plc,11/22/2023,9/30/2023,0,RUB
QLGN,Qualigen Therapeutics Inc,11/13/2023,9/30/2023,-0.92,USD
QLI,Qilian International Holding Group Ltd,9/29/2023,6/30/2023,,USD
QLYS,Qualys Inc,10/31/2023,9/30/2023,1.13,USD
QMCI,QMCI,11/8/2023,9/30/2023,,USD
QMCO,Quantum Corp,10/31/2023,9/30/2023,-0.04,USD
QNBC,QNBC,10/23/2023,9/30/2023,,USD
QNCX,Quince Therapeutics Inc,11/6/2023,9/30/2023,,USD
QNRX,Quoin Pharmaceuticals Ltd,11/8/2023,9/30/2023,-2.88,USD
QNST,QuinStreet Inc,11/1/2023,9/30/2023,-0.04,USD
QNTO,QNTO,10/24/2023,9/30/2023,,USD
QRHC,Quest Resource Holding Corp,11/13/2023,9/30/2023,0.1125,USD
QRTEA,Qurate Retail Inc - Series A,11/2/2023,9/30/2023,0.04,USD
QRTEB,Qurate Retail Inc - Series B,11/9/2023,9/30/2023,0.02,USD
QRVO,Qorvo Inc,10/31/2023,9/30/2023,1.77,USD
QS,QuantumScape Corp - Class A,10/24/2023,9/30/2023,-0.33,USD
QSAM,QSAM Biosciences Inc,11/13/2023,9/30/2023,,USD
QSEP,QSEP,11/8/2023,9/30/2023,,USD
QSI,Quantum-Si Incorporated - Class A,11/6/2023,9/30/2023,-0.19,USD
QSR,Restaurant Brands International Inc,11/3/2023,9/30/2023,0.85,USD
QTEK,QTEK,11/14/2023,9/30/2023,-0.05,USD
QTEKQ,QTEKQ,11/14/2023,9/30/2023,-0.05,USD
QTEYF,QTEYF,11/7/2023,9/30/2023,,CAD
QTNTQ,QTNTQ,11/13/2023,9/30/2023,-3.6,USD
QTRHF,QTRHF,11/8/2023,9/30/2023,-0.01,CAD
QTRX,Quanterix Corp,11/6/2023,9/30/2023,-0.38,USD
QTWO,Q2 Holdings Inc,11/6/2023,9/30/2023,0.19,USD
QUAD,Quad/Graphics Inc - Class A,10/30/2023,9/30/2023,0.05,USD
QUBT,Quantum Computing Inc,11/15/2023,9/30/2023,-0.1,USD
QUIK,Quicklogic Corp,11/13/2023,9/30/2023,0.13,USD
QUISF,QUISF,11/13/2023,9/30/2023,,USD
QUMU,QUMU,10/25/2023,9/30/2023,,USD
QUOT,Quotient Technology Inc,11/6/2023,9/30/2023,0.01,USD
QURE,uniQure N.V.,10/31/2023,9/30/2023,-0.83,USD
QURT,QURT,11/13/2023,9/30/2023,,USD
QUTIF,QUTIF,11/27/2023,9/30/2023,,CAD
QYOUF,QYOUF,11/29/2023,9/30/2023,,CAD
R,Ryder System Inc,10/25/2023,9/30/2023,3.18,USD
RAAS,RAAS,11/10/2023,9/30/2023,,CNY
RAASY,RAASY,11/10/2023,9/30/2023,,USD
RACE,Ferrari N.V.,11/2/2023,9/30/2023,1.7,EUR
RAD,Rite Aid Corp,9/27/2023,8/31/2023,-1.34,USD
RAD,Rite Aid Corp,12/19/2023,11/30/2023,-1.1,USD
RADI,Radius Global Infrastructure Inc - Class A,11/6/2023,9/30/2023,-0.32,USD
RAFI,RAFI,11/14/2023,9/30/2023,,USD
RAIL,FreightCar America Inc,11/6/2023,9/30/2023,-0.03,USD
RAIN,Rain Oncology Inc,11/8/2023,9/30/2023,-0.27,USD
RAMP,LiveRamp Holdings Inc,11/6/2023,9/30/2023,0.24,USD
RAND,Rand Capital Corp,11/6/2023,9/30/2023,,USD
RANI,Rani Therapeutics Holdings Inc Class A,11/14/2023,9/30/2023,-0.4765,USD
RANJY,RANJY,10/24/2023,9/30/2023,0.5687,EUR
RAPT,RAPT Therapeutics Inc,11/8/2023,9/30/2023,-0.75,USD
RARE,Ultragenyx Pharmaceutical Inc,10/31/2023,9/30/2023,-2.05,USD
RAVE,Rave Restaurant Group Inc,11/1/2023,9/30/2023,,USD
RBA,RB Global Inc,11/6/2023,9/30/2023,0.51,USD
RBB,RBB Bancorp,10/23/2023,9/30/2023,0.49,USD
RBBN,Ribbon Communications Inc - New,10/24/2023,9/30/2023,0.07,USD
RBC,RBC Bearings Inc,11/8/2023,9/30/2023,2.06,USD
RBCAA,Republic Bancorp Inc (KY) - Class A,10/19/2023,9/30/2023,0.95,USD
RBCN,RBCN,11/7/2023,9/30/2023,-0.11,USD
RBGLY,RBGLY,10/25/2023,9/30/2023,0,GBP
RBKB,Rhinebeck Bancorp Inc,10/25/2023,9/30/2023,,USD
RBLX,Roblox Corporation - Class A,11/6/2023,9/30/2023,-0.51,USD
RBOT,Vicarious Surgical Inc - Class A,11/6/2023,9/30/2023,-0.1525,USD
RBSH,RBSH,11/21/2023,9/30/2023,0,USD
RBT,Rubicon Technologies Inc - Class A,11/8/2023,9/30/2023,-0.2293,USD
RBTK,RBTK,11/14/2023,9/30/2023,,USD
RBZHF,RBZHF,9/25/2023,6/30/2023,0,USD
RBZHF,RBZHF,11/29/2023,9/30/2023,0,USD
RC,Ready Capital Corp,11/6/2023,9/30/2023,0.37,USD
RCAT,Red Cat Holdings Inc,12/13/2023,10/31/2023,-0.1,USD
RCEL,AVITA Medical Inc,11/8/2023,9/30/2023,-0.45,USD
RCI,Rogers Communications Inc - Class B,11/7/2023,9/30/2023,0.8898,USD
RCII,RCII,10/31/2023,9/30/2023,,USD
RCKT,Rocket Pharmaceuticals Inc,11/1/2023,9/30/2023,-0.81,USD
RCKTF,RCKTF,11/25/2023,9/30/2023,,CAD
RCKY,Rocky Brands Inc,10/31/2023,9/30/2023,0.56,USD
RCL,Royal Caribbean Group,11/1/2023,9/30/2023,3.48,USD
RCM,R1 RCM Inc,11/6/2023,9/30/2023,0.02,USD
RCMT,RCM Technologies Inc,11/7/2023,9/30/2023,0.32,USD
RCRT,Recruiter.com Group Inc,11/6/2023,9/30/2023,-2.1,USD
RCUS,Arcus Biosciences Inc,10/31/2023,9/30/2023,-1.14,USD
RDCM,Radcom,11/8/2023,9/30/2023,0.09,USD
RDCPF,RDCPF,11/27/2023,9/30/2023,,CAD
RDDTF,RDDTF,9/28/2023,6/30/2023,,USD
RDDTF,RDDTF,10/19/2023,9/30/2023,,USD
RDFN,Redfin Corp,11/7/2023,9/30/2023,-0.2,USD
RDGL,RDGL,10/17/2023,9/30/2023,,USD
RDHL,Redhill Biopharma Ltd,11/27/2023,9/30/2023,,USD
RDI,Reading International Inc - Class A,11/7/2023,9/30/2023,0.04,USD
RDIB,Reading International Inc - Class B,11/8/2023,9/30/2023,-0.1495,USD
RDN,Radian Group Inc,10/31/2023,9/30/2023,0.8,USD
RDNT,Radnet Inc,11/7/2023,9/30/2023,0.07,USD
RDUS,Schnitzer Steel Industries Inc - Class A,10/23/2023,8/31/2023,0.35,USD
RDVT,Red Violet Inc,11/6/2023,9/30/2023,,USD
RDW,Redwire Corporation,11/6/2023,9/30/2023,-0.14,USD
RDWR,Radware,10/31/2023,9/30/2023,0.07,USD
RDY,Dr. Reddy`s Laboratories Ltd,11/2/2023,9/30/2023,0.762,INR
RE,RE,10/24/2023,9/30/2023,6.98,USD
REAL,Therealreal Inc,11/6/2023,9/30/2023,-0.26,USD
REAX,The Real Brokerage Inc,11/24/2023,9/30/2023,-0.03,USD
REBN,Reborn Coffee Inc,11/14/2023,9/30/2023,0,USD
REDFY,REDFY,10/26/2023,9/30/2023,0,INR
REE,REE Automotive Ltd - Class A,11/15/2023,9/30/2023,-0.0733,USD
REED,REED,11/8/2023,9/30/2023,-0.4,USD
REEMF,REEMF,11/3/2023,9/30/2023,0,USD
REFI,Chicago Atlantic Real Estate Finance Inc,11/8/2023,9/30/2023,0.5667,USD
REFR,Research Frontiers Inc,11/1/2023,9/30/2023,,USD
REG,Regency Centers Corporation,11/1/2023,9/30/2023,0.45,USD
REGN,Regeneron Pharmaceuticals Inc,11/1/2023,9/30/2023,10.99,USD
REI,Ring Energy Inc,11/7/2023,9/30/2023,0.11,USD
REKR,Rekor Systems Inc,11/14/2023,9/30/2023,-0.15,USD
RELI,Reliance Global Group Inc,11/13/2023,9/30/2023,,USD
RELL,Richardson Electronics Ltd,10/3/2023,8/31/2023,0.03,USD
RELV,RELV,11/10/2023,9/30/2023,0,USD
RELX,RELX Plc,10/19/2023,9/30/2023,0,GBP
RELY,Remitly Global Inc,11/2/2023,9/30/2023,-0.16,USD
REMI,REMI,11/29/2023,9/30/2023,0,EUR
RENN,RENN,11/5/2023,9/30/2023,,USD
RENO,RENO,11/17/2023,9/30/2023,-0.04,USD
RENT,Rent the Runway Inc - Class A,12/7/2023,10/31/2023,-0.44,USD
REOS,REOS,11/16/2023,9/30/2023,0,USD
REPCF,REPCF,11/29/2023,9/30/2023,,CAD
REPL,Replimune Group Inc,11/1/2023,9/30/2023,-0.86,USD
REPX,Riley Exploration Permian Inc,11/13/2023,9/30/2023,1.63,USD
REPYY,REPYY,10/26/2023,9/30/2023,0.8172,EUR
RES,RPC Inc,10/24/2023,9/30/2023,0.25,USD
RETA,Reata Pharmaceuticals Inc - Class A,11/6/2023,9/30/2023,-2.09,USD
REUN,REUN,11/13/2023,9/30/2023,-0.3047,CAD
REVB,Revelation Biosciences Inc,11/8/2023,9/30/2023,-0.3,USD
REVG,REV Group Inc,12/12/2023,10/31/2023,0.34,USD
REVRQ,REVRQ,11/6/2023,9/30/2023,,USD
REX,REX American Resources Corp,11/29/2023,10/31/2023,0.68,USD
REXR,Rexford Industrial Realty Inc,10/18/2023,9/30/2023,0.27,USD
REYN,Reynolds Consumer Products Inc,11/6/2023,9/30/2023,0.36,USD
REZI,Resideo Technologies Inc,10/30/2023,9/30/2023,0.27,USD
RF,Regions Financial Corp,10/20/2023,9/30/2023,0.58,USD
RFL,Rafael Holdings Inc - Class B,10/30/2023,7/31/2023,,USD
RFL,Rafael Holdings Inc - Class B,12/11/2023,10/31/2023,,USD
RFP,RFP,11/1/2023,9/30/2023,,USD
RGA,Reinsurance Group Of America Inc,11/1/2023,9/30/2023,4.31,USD
RGBOQ,RGBOQ,11/20/2023,9/30/2023,0,USD
RGCO,RGC Resources Inc,11/14/2023,9/30/2023,-0.02,USD
RGDFF,RGDFF,11/27/2023,9/30/2023,,CAD
RGDXQ,RGDXQ,11/16/2023,9/30/2023,0,USD
RGEN,Repligen Corp,10/30/2023,9/30/2023,0.17,USD
RGF,Real Good Food Company Inc (The) - Class A,12/5/2023,9/30/2023,-0.1175,USD
RGLD,Royal Gold Inc,10/31/2023,9/30/2023,0.88,USD
RGLS,Regulus Therapeutics Inc,11/8/2023,9/30/2023,-0.4,USD
RGNX,Regenxbio Inc,11/1/2023,9/30/2023,-1.49,USD
RGP,Resources Connection Inc,10/4/2023,9/30/2023,0.23,USD
RGR,Sturm Ruger & Co. Inc,10/31/2023,9/30/2023,0.87,USD
RGRX,RGRX,11/10/2023,9/30/2023,0,USD
RGS,Regis Corp,10/30/2023,9/30/2023,-0.08,USD
RGTI,Rigetti Computing Inc,11/13/2023,10/31/2023,-0.14,USD
RGTPQ,RGTPQ,11/8/2023,9/30/2023,-0.47,USD
RGUS,RGUS,9/27/2023,7/31/2023,0,USD
RH,RH - Class A,12/6/2023,11/30/2023,0.97,USD
RHDGF,RHDGF,11/7/2023,9/30/2023,0,USD
RHE,Regional Health Properties Inc,11/13/2023,9/30/2023,,USD
RHHBY,RHHBY,10/19/2023,9/30/2023,0,USD
RHI,Robert Half Inc,10/18/2023,9/30/2023,0.8,USD
RHP,Ryman Hospitality Properties Inc,11/6/2023,9/30/2023,0.73,USD
RHUHF,RHUHF,10/5/2023,8/31/2023,,CAD
RIBT,RiceBran Technologies,11/1/2023,9/30/2023,,USD
RICK,RCI Hospitality Holdings Inc,12/12/2023,9/30/2023,1.24,USD
RICOY,RICOY,11/3/2023,9/30/2023,0.1436,JPY
RIDE,RIDE,11/6/2023,9/30/2023,,USD
RIDEQ,RIDEQ,11/6/2023,9/30/2023,,USD
RIG,Transocean Ltd,11/1/2023,9/30/2023,-0.22,USD
RIGL,Rigel Pharmaceuticals,11/1/2023,9/30/2023,-0.07,USD
RIHT,RIHT,11/10/2023,9/30/2023,0,USD
RIINF,RIINF,9/28/2023,8/31/2023,,USD
RILY,B. Riley Financial Inc,11/1/2023,9/30/2023,,USD
RIO,Rio Tinto plc,10/16/2023,9/30/2023,0,USD
RIOCF,RIOCF,11/1/2023,9/30/2023,,CAD
RIOT,Riot Platforms Inc,11/6/2023,9/30/2023,-0.28,USD
RITM,Rithm Capital Corporation,10/31/2023,9/30/2023,0.39,USD
RITT,RITT,11/21/2023,9/30/2023,0,USD
RIVN,Rivian Automotive Inc - Class A,11/7/2023,9/30/2023,-1.32,USD
RJDG,RJDG,12/4/2023,11/30/2023,,USD
RJF,Raymond James Financial Inc,10/24/2023,9/30/2023,2.33,USD
RKDA,Arcadia Biosciences Inc,11/8/2023,9/30/2023,-3.19,USD
RKHNF,RKHNF,11/8/2023,9/30/2023,,CAD
RKIGF,RKIGF,10/11/2023,7/31/2023,,CAD
RKIGF,RKIGF,11/29/2023,10/31/2023,,CAD
RKLB,Rocket Lab USA Inc,11/13/2023,9/30/2023,-0.0573,USD
RKMSF,RKMSF,11/30/2023,9/30/2023,,CAD
RKNEF,RKNEF,11/6/2023,9/30/2023,,USD
RKT,Rocket Companies Inc Class A,11/1/2023,9/30/2023,-0.02,USD
RKUNY,RKUNY,11/9/2023,9/30/2023,-0.0824,JPY
RL,Ralph Lauren Corp - Class A,11/8/2023,9/30/2023,1.92,USD
RLAY,Relay Therapeutics Inc,11/1/2023,9/30/2023,-0.84,USD
RLBY,RLBY,11/13/2023,9/30/2023,,USD
RLI,RLI Corp,10/23/2023,9/30/2023,0.04,USD
RLJ,RLJ Lodging Trust,11/1/2023,9/30/2023,0.05,USD
RLLMF,RLLMF,11/14/2023,9/30/2023,,USD
RLMD,Relmada Therapeutics Inc,11/8/2023,9/30/2023,-0.91,USD
RLX,RLX Technology Inc,11/14/2023,9/30/2023,0.01,CNY
RLYB,Rallybio Corp,11/7/2023,9/30/2023,-0.5044,USD
RM,Regional Management Corp,10/30/2023,9/30/2023,0.81,USD
RMAX,RE/MAX Holdings Inc - Class A,11/1/2023,9/30/2023,0.36,USD
RMBI,Richmond Mutual Bancorporation Inc,10/18/2023,9/30/2023,,USD
RMBL,RumbleON Inc - Class B,11/7/2023,9/30/2023,-0.51,USD
RMBS,Rambus Inc,10/30/2023,9/30/2023,0.41,USD
RMCF,Rocky Mountain Chocolate Factory Inc,10/10/2023,8/31/2023,,USD
